time,odom_x,odom_y,fused_x,fused_y,lidar_avg
1763897122960,1.25497,0.457018,1.25497,0.457018,
1763897123002,1.25497,0.457019,1.25497,0.457019,
1763897123036,1.25496,0.457019,1.25496,0.457019,
1763897123076,1.25496,0.457019,1.25496,0.457019,
1763897123109,1.25496,0.45702,1.25496,0.45702,
1763897123146,1.25496,0.45702,1.25496,0.45702,
1763897123187,1.25496,0.45702,1.25496,0.457021,
1763897123223,1.25496,0.457021,1.25496,0.457021,
1763897123257,1.25496,0.457021,1.25496,0.457021,
1763897123294,1.25496,0.457022,1.25496,0.457022,
1763897123334,1.25495,0.457022,1.25495,0.457022,
1763897123370,1.25495,0.457023,1.25495,0.457023,
1763897123402,1.25495,0.457023,1.25495,0.457023,
1763897123442,1.25495,0.457023,1.25495,0.457023,
1763897123486,1.25495,0.457024,1.25495,0.457024,
1763897123517,1.25495,0.457024,1.25495,0.457024,
1763897123557,1.25495,0.457025,1.25495,0.457025,
1763897123599,1.25495,0.457025,1.25495,0.457025,
1763897123643,1.25494,0.457025,1.25494,0.457025,
1763897123676,1.25494,0.457026,1.25494,0.457026,
1763897123714,1.25494,0.457026,1.25494,0.457026,
1763897123751,1.25494,0.457027,1.25494,0.457027,
1763897123797,1.25494,0.457027,1.25494,0.457027,
1763897123831,1.25494,0.457027,1.25494,0.457027,
1763897123868,1.25494,0.457028,1.25494,0.457028,
1763897123912,1.25494,0.457028,1.25494,0.457028,
1763897123939,1.25493,0.457029,1.25493,0.457029,
1763897123974,1.25493,0.457029,1.25493,0.457029,
1763897124018,1.25493,0.457029,1.25493,0.457029,
1763897124052,1.25493,0.45703,1.25493,0.45703,
1763897124082,1.25493,0.45703,1.25493,0.45703,
1763897124123,1.25493,0.457031,1.25493,0.457031,
1763897124155,1.25493,0.457031,1.25493,0.457031,
1763897124191,1.25493,0.457031,1.25493,0.457031,
1763897124235,1.25492,0.457032,1.25492,0.457032,
1763897124268,1.25492,0.457032,1.25492,0.457032,
1763897124297,1.25492,0.457033,1.25492,0.457033,
1763897124344,1.25492,0.457033,1.25492,0.457033,
1763897124382,1.25492,0.457034,1.25492,0.457034,
1763897124420,1.25492,0.457034,1.25492,0.457034,
1763897124454,1.25492,0.457034,1.25492,0.457034,
1763897124500,1.25492,0.457035,1.25492,0.457035,
1763897124533,1.25491,0.457035,1.25491,0.457035,
1763897124581,1.25491,0.457036,1.25491,0.457036,
1763897124622,1.25491,0.457036,1.25491,0.457036,
1763897124669,1.25491,0.457036,1.25491,0.457036,
1763897124711,1.25491,0.457037,1.25491,0.457037,
1763897124742,1.25491,0.457037,1.25491,0.457037,
1763897124773,1.25491,0.457038,1.25491,0.457038,
1763897124807,1.25491,0.457038,1.25491,0.457038,
1763897124834,1.2549,0.457038,1.2549,0.457038,
1763897124870,1.2549,0.457039,1.2549,0.457039,
1763897124911,1.2549,0.457039,1.2549,0.457039,
1763897124948,1.2549,0.45704,1.2549,0.45704,
1763897124984,1.2549,0.45704,1.2549,0.45704,
1763897125024,1.2549,0.45704,1.2549,0.45704,
1763897125072,1.2549,0.457041,1.2549,0.457041,
1763897125098,1.2549,0.457041,1.2549,0.457041,
1763897125139,1.25489,0.457042,1.25489,0.457042,
1763897125189,1.25489,0.457042,1.25489,0.457042,
1763897125222,1.25489,0.457042,1.25489,0.457042,
1763897125256,1.25489,0.457043,1.25489,0.457043,
1763897125293,1.25489,0.457043,1.25489,0.457043,
1763897125326,1.25489,0.457043,1.25489,0.457043,
1763897125365,1.25489,0.457044,1.25489,0.457044,
1763897125406,1.25489,0.457044,1.25489,0.457044,
1763897125443,1.25488,0.457045,1.25488,0.457045,
1763897125487,1.25488,0.457045,1.25488,0.457045,
1763897125522,1.25488,0.457046,1.25488,0.457046,
1763897125556,1.25488,0.457046,1.25488,0.457046,
1763897125604,1.25488,0.457046,1.25488,0.457046,
1763897125636,1.25488,0.457047,1.25488,0.457047,
1763897125675,1.25488,0.457047,1.25488,0.457047,
1763897125705,1.25488,0.457048,1.25488,0.457048,
1763897125741,1.25487,0.457048,1.25487,0.457048,
1763897125769,1.25487,0.457048,1.25487,0.457048,
1763897125810,1.25487,0.457049,1.25487,0.457049,
1763897125854,1.25487,0.457049,1.25487,0.457049,
1763897125895,1.25487,0.45705,1.25487,0.45705,
1763897125935,1.25487,0.45705,1.25487,0.45705,
1763897125985,1.25487,0.45705,1.25487,0.45705,
1763897126029,1.25487,0.457051,1.25487,0.457051,
1763897126069,1.25486,0.457051,1.25486,0.457051,
1763897126103,1.25486,0.457052,1.25486,0.457052,
1763897126142,1.25486,0.457052,1.25486,0.457052,
1763897126192,1.25486,0.457052,1.25486,0.457052,
1763897126243,1.25486,0.457053,1.25486,0.457053,
1763897126270,1.25486,0.457053,1.25486,0.457053,
1763897126305,1.25486,0.457054,1.25486,0.457054,
1763897126338,1.25486,0.457054,1.25486,0.457054,
1763897126383,1.25485,0.457055,1.25485,0.457055,
1763897126415,1.25485,0.457055,1.25485,0.457055,
1763897126449,1.25485,0.457055,1.25485,0.457055,
1763897126494,1.25485,0.457056,1.25485,0.457056,
1763897126524,1.25485,0.457056,1.25485,0.457056,
1763897126555,1.25485,0.457057,1.25485,0.457057,
1763897126597,1.25485,0.457057,1.25485,0.457057,
1763897126630,1.25485,0.457057,1.25485,0.457057,
1763897126666,1.25484,0.457058,1.25484,0.457058,
1763897126712,1.25484,0.457058,1.25484,0.457058,
1763897126747,1.25484,0.457059,1.25484,0.457059,
1763897126781,1.25484,0.457059,1.25484,0.457059,
1763897126822,1.25484,0.457059,1.25484,0.457059,
1763897126862,1.25484,0.45706,1.25484,0.45706,
1763897126891,1.25484,0.45706,1.25484,0.45706,
1763897126928,1.25484,0.457061,1.25484,0.457061,
1763897126964,1.25483,0.457061,1.25483,0.457061,
1763897126999,1.25483,0.457061,1.25483,0.457061,
1763897127030,1.25483,0.457062,1.25483,0.457062,
1763897127079,1.25483,0.457062,1.25483,0.457062,
1763897127113,1.25483,0.457063,1.25483,0.457063,
1763897127154,1.25483,0.457063,1.25483,0.457063,
1763897127189,1.25483,0.457063,1.25483,0.457063,
1763897127235,1.25483,0.457064,1.25483,0.457064,
1763897127284,1.25482,0.457064,1.25482,0.457064,
1763897127338,1.25482,0.457065,1.25482,0.457065,
1763897127366,1.25482,0.457065,1.25482,0.457065,
1763897127403,1.25482,0.457065,1.25482,0.457065,
1763897127431,1.25482,0.457066,1.25482,0.457066,
1763897127469,1.25482,0.457066,1.25482,0.457066,
1763897127512,1.25482,0.457067,1.25482,0.457066,
1763897127555,1.25481,0.457067,1.25481,0.457067,
1763897127583,1.25481,0.457067,1.25481,0.457067,
1763897127622,1.25481,0.457068,1.25481,0.457068,
1763897127663,1.25481,0.457068,1.25481,0.457068,
1763897127699,1.25481,0.457069,1.25481,0.457069,
1763897127745,1.25481,0.457069,1.25481,0.457069,
1763897127781,1.25481,0.457069,1.25481,0.457069,
1763897127819,1.25481,0.45707,1.25481,0.45707,
1763897127862,1.2548,0.45707,1.2548,0.45707,
1763897127899,1.2548,0.457071,1.2548,0.45707,
1763897127934,1.2548,0.457071,1.2548,0.457071,
1763897127970,1.2548,0.457071,1.2548,0.457071,
1763897128004,1.2548,0.457072,1.2548,0.457072,
1763897128046,1.2548,0.457072,1.2548,0.457072,
1763897128076,1.2548,0.457073,1.2548,0.457073,
1763897128112,1.2548,0.457073,1.2548,0.457073,
1763897128146,1.25479,0.457074,1.25479,0.457074,
1763897128187,1.25479,0.457074,1.25479,0.457074,
1763897128226,1.25479,0.457074,1.25479,0.457074,
1763897128251,1.25479,0.457075,1.25479,0.457075,
1763897128294,1.25479,0.457075,1.25479,0.457075,
1763897128328,1.25479,0.457075,1.25479,0.457075,
1763897128358,1.25479,0.457076,1.25479,0.457076,
1763897128393,1.25479,0.457076,1.25479,0.457076,
1763897128421,1.25478,0.457077,1.25478,0.457077,
1763897128466,1.25478,0.457077,1.25478,0.457077,
1763897128516,1.25478,0.457077,1.25478,0.457077,
1763897128544,1.25478,0.457078,1.25478,0.457078,
1763897128575,1.25478,0.457078,1.25478,0.457078,
1763897128618,1.25478,0.457079,1.25478,0.457079,
1763897128657,1.25478,0.457079,1.25478,0.457079,
1763897128686,1.25478,0.45708,1.25478,0.45708,
1763897128727,1.25477,0.45708,1.25477,0.45708,
1763897128757,1.25477,0.45708,1.25477,0.45708,
1763897128803,1.25477,0.45708,1.25477,0.457081,
1763897128838,1.25477,0.457081,1.25477,0.457081,
1763897128871,1.25477,0.457081,1.25477,0.457081,
1763897128908,1.25477,0.457082,1.25477,0.457082,
1763897128949,1.25477,0.457082,1.25477,0.457082,
1763897128991,1.25477,0.457083,1.25477,0.457083,
1763897129036,1.25476,0.457083,1.25476,0.457083,
1763897129069,1.25476,0.457084,1.25476,0.457084,
1763897129098,1.25476,0.457084,1.25476,0.457084,
1763897129139,1.25476,0.457084,1.25476,0.457084,
1763897129183,1.25476,0.457085,1.25476,0.457085,
1763897129219,1.25476,0.457085,1.25476,0.457085,
1763897129261,1.25476,0.457086,1.25476,0.457086,
1763897129298,1.25476,0.457086,1.25476,0.457086,
1763897129330,1.25475,0.457086,1.25475,0.457086,
1763897129375,1.25475,0.457087,1.25475,0.457087,
1763897129417,1.25475,0.457087,1.25475,0.457087,
1763897129467,1.25475,0.457087,1.25475,0.457087,
1763897129485,1.25475,0.457088,1.25475,0.457088,
1763897129524,1.25475,0.457088,1.25475,0.457088,
1763897129559,1.25475,0.457089,1.25475,0.457089,
1763897129596,1.25475,0.457089,1.25475,0.457089,
1763897129635,1.25474,0.45709,1.25474,0.45709,
1763897129667,1.25474,0.45709,1.25474,0.45709,
1763897129701,1.25474,0.45709,1.25474,0.45709,
1763897129742,1.25474,0.457091,1.25474,0.457091,
1763897129783,1.25474,0.457091,1.25474,0.457091,
1763897129824,1.25474,0.457092,1.25474,0.457092,
1763897129864,1.25474,0.457092,1.25474,0.457092,
1763897129901,1.25474,0.457093,1.25474,0.457093,
1763897129944,1.25473,0.457093,1.25473,0.457093,
1763897129983,1.25473,0.457093,1.25473,0.457093,
1763897130016,1.25473,0.457094,1.25473,0.457094,
1763897130058,1.25473,0.457094,1.25473,0.457094,
1763897130102,1.25473,0.457094,1.25473,0.457095,
1763897130137,1.25473,0.457095,1.25473,0.457095,
1763897130179,1.25473,0.457095,1.25473,0.457095,
1763897130211,1.25473,0.457096,1.25473,0.457096,
1763897130244,1.25472,0.457096,1.25472,0.457096,
1763897130286,1.25472,0.457096,1.25472,0.457096,
1763897130313,1.25472,0.457097,1.25472,0.457097,
1763897130352,1.25472,0.457097,1.25472,0.457097,
1763897130389,1.25472,0.457098,1.25472,0.457098,
1763897130424,1.25472,0.457098,1.25472,0.457098,
1763897130469,1.25472,0.457099,1.25472,0.457099,
1763897130512,1.25472,0.457099,1.25472,0.457099,
1763897130551,1.25471,0.457099,1.25471,0.457099,
1763897130587,1.25471,0.4571,1.25471,0.4571,
1763897130622,1.25471,0.4571,1.25471,0.4571,
1763897130658,1.25471,0.4571,1.25471,0.4571,
1763897130696,1.25471,0.457101,1.25471,0.457101,
1763897130739,1.25471,0.457101,1.25471,0.457101,
1763897130768,1.25471,0.457102,1.25471,0.457102,
1763897130812,1.25471,0.457102,1.25471,0.457102,
1763897130846,1.2547,0.457102,1.2547,0.457103,
1763897130888,1.2547,0.457103,1.2547,0.457103,
1763897130936,1.2547,0.457103,1.2547,0.457103,
1763897130975,1.2547,0.457104,1.2547,0.457104,
1763897131038,1.2547,0.457104,1.2547,0.457104,
1763897131079,1.2547,0.457105,1.2547,0.457105,
1763897131118,1.2547,0.457105,1.2547,0.457105,
1763897131169,1.2547,0.457105,1.2547,0.457105,
1763897131201,1.25469,0.457106,1.25469,0.457106,
1763897131228,1.25469,0.457106,1.25469,0.457106,
1763897131257,1.25469,0.457106,1.25469,0.457106,
1763897131310,1.25469,0.457107,1.25469,0.457107,
1763897131340,1.25469,0.457107,1.25469,0.457107,
1763897131374,1.25469,0.457108,1.25469,0.457108,
1763897131420,1.25469,0.457108,1.25469,0.457108,
1763897131460,1.25469,0.457109,1.25469,0.457109,
1763897131491,1.25468,0.457109,1.25468,0.457109,
1763897131537,1.25468,0.45711,1.25468,0.45711,
1763897131572,1.25468,0.45711,1.25468,0.45711,
1763897131606,1.25468,0.45711,1.25468,0.45711,
1763897131648,1.25468,0.45711,1.25468,0.457111,
1763897131681,1.25468,0.457111,1.25468,0.457111,
1763897131718,1.25468,0.457111,1.25468,0.457111,
1763897131767,1.25468,0.457112,1.25468,0.457112,
1763897131802,1.25467,0.457112,1.25467,0.457112,
1763897131834,1.25467,0.457113,1.25467,0.457113,
1763897131879,1.25467,0.457113,1.25467,0.457113,
1763897131916,1.25467,0.457114,1.25467,0.457113,
1763897131949,1.25467,0.457114,1.25467,0.457114,
1763897131990,1.25467,0.457114,1.25467,0.457114,
1763897132044,1.25467,0.457115,1.25467,0.457115,
1763897132067,1.25467,0.457115,1.25467,0.457115,
1763897132107,1.25466,0.457115,1.25466,0.457115,
1763897132143,1.25466,0.457116,1.25466,0.457116,
1763897132174,1.25466,0.457116,1.25466,0.457116,
1763897132211,1.25466,0.457117,1.25466,0.457117,
1763897132247,1.25466,0.457117,1.25466,0.457117,
1763897132286,1.25466,0.457118,1.25466,0.457117,
1763897132323,1.25466,0.457118,1.25466,0.457118,
1763897132367,1.25466,0.457118,1.25466,0.457118,
1763897132402,1.25465,0.457119,1.25465,0.457119,
1763897132441,1.25465,0.457119,1.25465,0.457119,
1763897132479,1.25465,0.457119,1.25465,0.45712,
1763897132517,1.25465,0.45712,1.25465,0.45712,
1763897132550,1.25465,0.45712,1.25465,0.45712,
1763897132593,1.25465,0.457121,1.25465,0.457121,
1763897132620,1.25465,0.457121,1.25465,0.457121,
1763897132659,1.25465,0.457122,1.25465,0.457122,
1763897132694,1.25464,0.457122,1.25464,0.457122,
1763897132722,1.25464,0.457122,1.25464,0.457122,
1763897132761,1.25464,0.457123,1.25464,0.457123,
1763897132794,1.25464,0.457123,1.25464,0.457123,
1763897132833,1.25464,0.457124,1.25464,0.457124,
1763897132872,1.25464,0.457124,1.25464,0.457124,
1763897132903,1.25464,0.457124,1.25464,0.457124,
1763897132951,1.25464,0.457125,1.25464,0.457125,
1763897132978,1.25463,0.457125,1.25463,0.457125,
1763897133011,1.25463,0.457125,1.25463,0.457125,
1763897133043,1.25463,0.457126,1.25463,0.457126,
1763897133078,1.25463,0.457126,1.25463,0.457126,
1763897133128,1.25463,0.457127,1.25463,0.457127,
1763897133166,1.25463,0.457127,1.25463,0.457127,
1763897133199,1.25463,0.457128,1.25463,0.457128,
1763897133238,1.25463,0.457128,1.25463,0.457128,
1763897133263,1.25462,0.457128,1.25462,0.457128,
1763897133298,1.25462,0.457129,1.25462,0.457129,
1763897133338,1.25462,0.457129,1.25462,0.457129,
1763897133372,1.25462,0.45713,1.25462,0.457129,
1763897133408,1.25462,0.45713,1.25462,0.45713,
1763897133445,1.25462,0.45713,1.25462,0.45713,
1763897133475,1.25462,0.457131,1.25462,0.457131,
1763897133516,1.25462,0.457131,1.25462,0.457131,
1763897133554,1.25461,0.457132,1.25461,0.457132,
1763897133592,1.25461,0.457132,1.25461,0.457132,
1763897133629,1.25461,0.457132,1.25461,0.457132,
1763897133665,1.25461,0.457133,1.25461,0.457133,
1763897133701,1.25461,0.457133,1.25461,0.457133,
1763897133735,1.25461,0.457134,1.25461,0.457134,
1763897133776,1.25461,0.457134,1.25461,0.457134,
1763897133811,1.25461,0.457134,1.25461,0.457134,
1763897133847,1.2546,0.457135,1.2546,0.457135,
1763897133889,1.2546,0.457135,1.2546,0.457135,
1763897133931,1.2546,0.457136,1.2546,0.457136,
1763897133967,1.2546,0.457136,1.2546,0.457136,
1763897134012,1.2546,0.457136,1.2546,0.457136,
1763897134047,1.2546,0.457137,1.2546,0.457137,
1763897134087,1.2546,0.457137,1.2546,0.457137,
1763897134124,1.2546,0.457138,1.2546,0.457138,
1763897134164,1.25459,0.457138,1.25459,0.457138,
1763897134202,1.25459,0.457138,1.25459,0.457138,
1763897134245,1.25459,0.457139,1.25459,0.457139,
1763897134277,1.25459,0.457139,1.25459,0.457139,
1763897134311,1.25459,0.45714,1.25459,0.45714,
1763897134357,1.25459,0.45714,1.25459,0.45714,
1763897134395,1.25459,0.457141,1.25459,0.457141,
1763897134426,1.25459,0.457141,1.25459,0.457141,
1763897134462,1.25458,0.457141,1.25458,0.457141,
1763897134496,1.25458,0.457142,1.25458,0.457142,
1763897134534,1.25458,0.457142,1.25458,0.457142,
1763897134577,1.25458,0.457143,1.25458,0.457142,
1763897134610,1.25458,0.457143,1.25458,0.457143,
1763897134638,1.25458,0.457143,1.25458,0.457143,
1763897134684,1.25458,0.457144,1.25458,0.457144,
1763897134712,1.25458,0.457144,1.25458,0.457144,
1763897134749,1.25457,0.457145,1.25457,0.457145,
1763897134789,1.25457,0.457145,1.25457,0.457145,
1763897134821,1.25457,0.457145,1.25457,0.457145,
1763897134858,1.25457,0.457146,1.25457,0.457146,
1763897134896,1.25457,0.457146,1.25457,0.457146,
1763897134933,1.25457,0.457146,1.25457,0.457147,
1763897134966,1.25457,0.457147,1.25457,0.457147,
1763897135004,1.25457,0.457147,1.25457,0.457147,
1763897135063,1.25456,0.457148,1.25456,0.457148,
1763897135091,1.25456,0.457148,1.25456,0.457148,
1763897135125,1.25456,0.457149,1.25456,0.457149,
1763897135165,1.25456,0.457149,1.25456,0.457149,
1763897135198,1.25456,0.457149,1.25456,0.457149,
1763897135228,1.25456,0.45715,1.25456,0.45715,
1763897135268,1.25456,0.45715,1.25456,0.45715,
1763897135308,1.25456,0.457151,1.25456,0.457151,
1763897135344,1.25455,0.457151,1.25455,0.457151,
1763897135380,1.25455,0.457151,1.25455,0.457151,
1763897135412,1.25455,0.457152,1.25455,0.457152,
1763897135455,1.25455,0.457152,1.25455,0.457152,
1763897135487,1.25455,0.457152,1.25455,0.457152,
1763897135527,1.25455,0.457153,1.25455,0.457153,
1763897135574,1.25455,0.457153,1.25455,0.457153,
1763897135614,1.25455,0.457154,1.25455,0.457154,
1763897135651,1.25454,0.457154,1.25454,0.457154,
1763897135684,1.25454,0.457155,1.25454,0.457155,
1763897135730,1.25454,0.457155,1.25454,0.457155,
1763897135769,1.25454,0.457155,1.25454,0.457155,
1763897135805,1.25454,0.457156,1.25454,0.457156,
1763897135841,1.25454,0.457156,1.25454,0.457156,
1763897135882,1.25454,0.457157,1.25454,0.457157,
1763897135926,1.25454,0.457157,1.25454,0.457157,
1763897135967,1.25453,0.457157,1.25453,0.457157,
1763897136004,1.25453,0.457158,1.25453,0.457158,
1763897136039,1.25453,0.457158,1.25453,0.457158,
1763897136080,1.25453,0.457159,1.25453,0.457159,
1763897136128,1.25453,0.457159,1.25453,0.457159,
1763897136158,1.25453,0.457159,1.25453,0.457159,
1763897136187,1.25453,0.45716,1.25453,0.45716,
1763897136222,1.25453,0.45716,1.25453,0.45716,
1763897136264,1.25452,0.457161,1.25452,0.457161,
1763897136298,1.25452,0.457161,1.25452,0.457161,
1763897136330,1.25452,0.457162,1.25452,0.457162,
1763897136376,1.25452,0.457162,1.25452,0.457162,
1763897136412,1.25452,0.457162,1.25452,0.457162,
1763897136460,1.25452,0.457163,1.25452,0.457163,
1763897136506,1.25452,0.457163,1.25452,0.457163,
1763897136532,1.25452,0.457163,1.25452,0.457163,
1763897136572,1.25451,0.457164,1.25451,0.457164,
1763897136616,1.25451,0.457164,1.25451,0.457164,
1763897136647,1.25451,0.457165,1.25451,0.457165,
1763897136689,1.25451,0.457165,1.25451,0.457165,
1763897136736,1.25451,0.457166,1.25451,0.457166,
1763897136768,1.25451,0.457166,1.25451,0.457166,
1763897136802,1.25451,0.457166,1.25451,0.457166,
1763897136843,1.25451,0.457166,1.25451,0.457167,
1763897136896,1.2545,0.457167,1.2545,0.457167,
1763897136922,1.2545,0.457167,1.2545,0.457167,
1763897136960,1.2545,0.457168,1.2545,0.457168,
1763897137006,1.2545,0.457168,1.2545,0.457168,
1763897137029,1.2545,0.457169,1.2545,0.457169,
1763897137066,1.2545,0.457169,1.2545,0.457169,
1763897137105,1.2545,0.45717,1.2545,0.45717,
1763897137130,1.2545,0.45717,1.2545,0.45717,
1763897137174,1.25449,0.45717,1.25449,0.45717,
1763897137203,1.25449,0.457171,1.25449,0.457171,
1763897137237,1.25449,0.457171,1.25449,0.457171,
1763897137273,1.25449,0.457171,1.25449,0.457171,
1763897137316,1.25449,0.457172,1.25449,0.457172,
1763897137358,1.25449,0.457172,1.25449,0.457172,
1763897137398,1.25449,0.457173,1.25449,0.457173,
1763897137435,1.25448,0.457173,1.25448,0.457173,
1763897137480,1.25448,0.457174,1.25448,0.457174,
1763897137514,1.25448,0.457174,1.25448,0.457174,
1763897137555,1.25448,0.457174,1.25448,0.457174,
1763897137585,1.25448,0.457175,1.25448,0.457175,
1763897137623,1.25448,0.457175,1.25448,0.457175,
1763897137668,1.25448,0.457176,1.25448,0.457176,
1763897137698,1.25448,0.457176,1.25448,0.457176,
1763897137737,1.25448,0.457176,1.25448,0.457176,
1763897137779,1.25447,0.457177,1.25447,0.457177,
1763897137817,1.25447,0.457177,1.25447,0.457177,
1763897137842,1.25447,0.457177,1.25447,0.457177,
1763897137884,1.25447,0.457178,1.25447,0.457178,
1763897137928,1.25447,0.457178,1.25447,0.457178,
1763897137959,1.25447,0.457179,1.25447,0.457179,
1763897137998,1.25447,0.457179,1.25447,0.457179,
1763897138045,1.25446,0.45718,1.25446,0.45718,
1763897138085,1.25446,0.45718,1.25446,0.45718,
1763897138121,1.25446,0.457181,1.25446,0.457181,
1763897138165,1.25446,0.457181,1.25446,0.457181,
1763897138196,1.25446,0.457181,1.25446,0.457181,
1763897138227,1.25446,0.457182,1.25446,0.457182,
1763897138273,1.25446,0.457182,1.25446,0.457182,
1763897138315,1.25446,0.457182,1.25446,0.457182,
1763897138347,1.25445,0.457183,1.25445,0.457183,
1763897138375,1.25445,0.457183,1.25445,0.457183,
1763897138413,1.25445,0.457184,1.25445,0.457184,
1763897138459,1.25445,0.457184,1.25445,0.457184,
1763897138478,1.25445,0.457184,1.25445,0.457184,
1763897138522,1.25445,0.457185,1.25445,0.457185,
1763897138563,1.25445,0.457185,1.25445,0.457185,
1763897138600,1.25445,0.457186,1.25445,0.457186,
1763897138637,1.25444,0.457186,1.25444,0.457186,
1763897138684,1.25444,0.457186,1.25444,0.457186,
1763897138716,1.25444,0.457187,1.25444,0.457187,
1763897138760,1.25444,0.457187,1.25444,0.457187,
1763897138799,1.25444,0.457188,1.25444,0.457188,
1763897138857,1.25444,0.457188,1.25444,0.457188,
1763897138899,1.25444,0.457188,1.25444,0.457188,
1763897138938,1.25444,0.457189,1.25444,0.457189,
1763897138985,1.25443,0.457189,1.25443,0.457189,
1763897139024,1.25443,0.45719,1.25443,0.45719,
1763897139055,1.25443,0.45719,1.25443,0.45719,
1763897139092,1.25443,0.457191,1.25443,0.457191,
1763897139139,1.25443,0.457191,1.25443,0.457191,
1763897139182,1.25443,0.457191,1.25443,0.457191,
1763897139214,1.25443,0.457192,1.25443,0.457192,
1763897139255,1.25443,0.457192,1.25443,0.457192,
1763897139288,1.25442,0.457193,1.25442,0.457193,
1763897139319,1.25442,0.457193,1.25442,0.457193,
1763897139359,1.25442,0.457193,1.25442,0.457193,
1763897139403,1.25442,0.457194,1.25442,0.457194,
1763897139437,1.25442,0.457194,1.25442,0.457194,
1763897139486,1.25442,0.457195,1.25442,0.457195,
1763897139516,1.25442,0.457195,1.25442,0.457195,
1763897139551,1.25442,0.457195,1.25442,0.457195,
1763897139585,1.25441,0.457196,1.25441,0.457196,
1763897139622,1.25441,0.457196,1.25441,0.457196,
1763897139662,1.25441,0.457196,1.25441,0.457196,
1763897139707,1.25441,0.457197,1.25441,0.457197,
1763897139752,1.25441,0.457197,1.25441,0.457197,
1763897139783,1.25441,0.457198,1.25441,0.457198,
1763897139811,1.25441,0.457198,1.25441,0.457198,
1763897139851,1.25441,0.457199,1.25441,0.457199,
1763897139890,1.2544,0.457199,1.2544,0.457199,
1763897139921,1.2544,0.457199,1.2544,0.457199,
1763897139971,1.2544,0.4572,1.2544,0.4572,
1763897140004,1.2544,0.4572,1.2544,0.4572,
1763897140036,1.2544,0.457201,1.2544,0.457201,
1763897140075,1.2544,0.457201,1.2544,0.457201,
1763897140125,1.2544,0.457202,1.2544,0.457201,
1763897140159,1.2544,0.457202,1.2544,0.457202,
1763897140203,1.25439,0.457202,1.25439,0.457202,
1763897140231,1.25439,0.457203,1.25439,0.457203,
1763897140271,1.25439,0.457203,1.25439,0.457203,
1763897140301,1.25439,0.457203,1.25439,0.457203,
1763897140337,1.25439,0.457204,1.25439,0.457204,
1763897140380,1.25439,0.457204,1.25439,0.457204,
1763897140407,1.25439,0.457205,1.25439,0.457205,
1763897140458,1.25439,0.457205,1.25439,0.457205,
1763897140493,1.25438,0.457205,1.25438,0.457205,
1763897140535,1.25438,0.457206,1.25438,0.457206,
1763897140576,1.25438,0.457206,1.25438,0.457206,
1763897140613,1.25438,0.457207,1.25438,0.457207,
1763897140648,1.25438,0.457207,1.25438,0.457207,
1763897140692,1.25438,0.457208,1.25438,0.457208,
1763897140718,1.25438,0.457208,1.25438,0.457208,
1763897140750,1.25438,0.457208,1.25438,0.457208,
1763897140781,1.25437,0.457209,1.25437,0.457209,
1763897140823,1.25437,0.457209,1.25437,0.457209,
1763897140854,1.25437,0.457209,1.25437,0.457209,
1763897140895,1.25437,0.45721,1.25437,0.45721,
1763897140929,1.25437,0.45721,1.25437,0.45721,
1763897140963,1.25437,0.457211,1.25437,0.457211,
1763897141002,1.25437,0.457211,1.25437,0.457211,
1763897141038,1.25437,0.457212,1.25437,0.457212,
1763897141077,1.25436,0.457212,1.25436,0.457212,
1763897141112,1.25436,0.457212,1.25436,0.457212,
1763897141151,1.25436,0.457213,1.25436,0.457213,
1763897141186,1.25436,0.457213,1.25436,0.457213,
1763897141229,1.25436,0.457214,1.25436,0.457214,
1763897141271,1.25436,0.457214,1.25436,0.457214,
1763897141320,1.25436,0.457214,1.25436,0.457214,
1763897141351,1.25436,0.457215,1.25436,0.457215,
1763897141384,1.25435,0.457215,1.25435,0.457215,
1763897141424,1.25435,0.457216,1.25435,0.457216,
1763897141469,1.25435,0.457216,1.25435,0.457216,
1763897141506,1.25435,0.457216,1.25435,0.457216,
1763897141540,1.25435,0.457217,1.25435,0.457217,
1763897141578,1.25435,0.457217,1.25435,0.457217,
1763897141616,1.25435,0.457218,1.25435,0.457218,
1763897141658,1.25435,0.457218,1.25435,0.457218,
1763897141694,1.25434,0.457218,1.25434,0.457218,
1763897141743,1.25434,0.457219,1.25434,0.457219,
1763897141764,1.25434,0.457219,1.25434,0.457219,
1763897141806,1.25434,0.45722,1.25434,0.45722,
1763897141844,1.25434,0.45722,1.25434,0.45722,
1763897141873,1.25434,0.457221,1.25434,0.45722,
1763897141911,1.25434,0.457221,1.25434,0.457221,
1763897141953,1.25434,0.457221,1.25434,0.457221,
1763897141985,1.25433,0.457222,1.25433,0.457222,
1763897142014,1.25433,0.457222,1.25433,0.457222,
1763897142048,1.25433,0.457222,1.25433,0.457222,
1763897142092,1.25433,0.457223,1.25433,0.457223,
1763897142134,1.25433,0.457223,1.25433,0.457223,
1763897142176,1.25433,0.457224,1.25433,0.457224,
1763897142223,1.25433,0.457224,1.25433,0.457224,
1763897142268,1.25433,0.457225,1.25433,0.457225,
1763897142290,1.25432,0.457225,1.25432,0.457225,
1763897142322,1.25432,0.457225,1.25432,0.457225,
1763897142370,1.25432,0.457225,1.25432,0.457225,
1763897142400,1.25432,0.457226,1.25432,0.457226,
1763897142434,1.25432,0.457226,1.25432,0.457226,
