x,y,z,yaw
39.4,21.8,0.5,-90.00
39.4,20.8,0.5,-90.00
39.4,19.8,0.5,-90.00
39.4,18.8,0.5,-90.00
39.4,17.8,0.5,-90.00
39.4,16.8,0.5,-90.00
39.4,15.8,0.5,-90.00
39.4,14.8,0.5,-90.00
39.4,13.8,0.5,-90.00
39.4,12.8,0.5,-90.00
39.4,11.8,0.5,-90.00
39.4,10.8,0.5,-90.00
39.4,9.8,0.5,-90.00
39.4,8.8,0.5,-90.00
39.4,7.8,0.5,-90.00
39.4,6.8,0.5,-90.00
39.4,5.8,0.5,-90.00
39.4,4.8,0.5,-90.00
39.4,3.8,0.5,-90.00
39.4,2.8,0.5,-90.00
39.4,1.8,0.5,-90.00
39.4,0.8,0.5,-90.00
39.4,-8.2,0.5,-90.00
39.4,-9.2,0.5,-90.00
39.4,-10.2,0.5,-90.00
39.4,-11.2,0.5,-90.00
39.4,-12.2,0.5,-90.00
39.4,-13.2,0.5,-90.00
39.4,-14.2,0.5,-90.00
39.4,-15.2,0.5,-90.00
39.4,-16.2,0.5,-90.00
39.4,-17.2,0.5,-90.00
39.4,-18.2,0.5,-90.00
39.4,-19.2,0.5,-90.00
39.4,-20.2,0.5,-90.00
39.4,-21.2,0.5,-90.00
39.4,-22.2,0.5,-90.00
39.4,-23.2,0.5,-90.00
39.4,-24.2,0.5,-90.00
39.4,-25.2,0.5,-90.00
39.4,-26.2,0.5,-90.00
39.4,-27.2,0.5,-90.00
39.4,-28.2,0.5,-90.00
39.4,-29.2,0.5,-90.00
43.1,-29.8,0.5,-7.61
43.1,-28.8,0.5,90.00
43.1,-27.8,0.5,90.00
43.1,-26.8,0.5,90.00
43.1,-25.8,0.5,90.00
43.1,-24.8,0.5,90.00
43.1,-23.8,0.5,90.00
43.1,-22.8,0.5,90.00
43.1,-21.8,0.5,90.00
43.1,-20.8,0.5,90.00
43.1,-19.8,0.5,90.00
43.1,-18.8,0.5,90.00
43.1,-17.8,0.5,90.00
43.1,-16.8,0.5,90.00
43.1,-15.8,0.5,90.00
43.1,-14.8,0.5,90.00
43.1,-13.8,0.5,90.00
43.1,-12.8,0.5,90.00
43.1,-11.8,0.5,90.00
43.1,-10.8,0.5,90.00
43.1,-9.8,0.5,90.00
43.1,-8.8,0.5,90.00
43.1,-7.8,0.5,90.00
43.1,0.2,0.5,90.00
43.1,1.2,0.5,90.00
43.1,2.2,0.5,90.00
43.1,3.2,0.5,90.00
43.1,4.2,0.5,90.00
43.1,5.2,0.5,90.00
43.1,6.2,0.5,90.00
43.1,7.2,0.5,90.00
43.1,8.2,0.5,90.00
43.1,9.2,0.5,90.00
43.1,10.2,0.5,90.00
43.1,11.2,0.5,90.00
43.1,12.2,0.5,90.00
43.1,13.2,0.5,90.00
43.1,14.2,0.5,90.00
43.1,15.2,0.5,90.00
43.1,16.2,0.5,90.00
43.1,17.2,0.5,90.00
43.1,18.2,0.5,90.00
43.1,19.2,0.5,90.00
43.1,20.2,0.5,90.00
43.1,21.2,0.5,90.00
43.1,22.2,0.5,90.00
43.1,30.2,0.5,90.00
43.1,31.2,0.5,90.00
43.1,32.2,0.5,90.00
43.1,33.2,0.5,90.00
43.1,34.2,0.5,90.00
43.1,35.2,0.5,90.00
43.1,36.2,0.5,90.00
43.1,37.2,0.5,90.00
43.1,38.2,0.5,90.00
43.1,39.2,0.5,90.00
43.1,40.2,0.5,90.00
43.1,41.2,0.5,90.00
43.1,42.2,0.5,90.00
43.1,43.2,0.5,90.00
43.1,44.2,0.5,90.00
1.9,-41.2,0.5,-115.75
1.9,-42.2,0.5,-90.00
1.9,-43.2,0.5,-90.00
1.9,-44.2,0.5,-90.00
1.9,-45.2,0.5,-90.00
1.9,-46.2,0.5,-90.00
1.9,-47.2,0.5,-90.00
1.9,-48.2,0.5,-90.00
5.6,-48.8,0.5,-7.61
5.6,-47.8,0.5,90.00
5.6,-46.8,0.5,90.00
5.6,-45.8,0.5,90.00
5.6,-44.8,0.5,90.00
5.6,-43.8,0.5,90.00
5.6,-42.8,0.5,90.00
5.6,-41.8,0.5,90.00
-37.5,50.6,0.5,115.02
-38.5,50.6,0.5,-177.66
-39.4,50.4,0.5,-170.96
-40.1,50.2,0.5,-163.77
-40.9,49.9,0.5,-154.76
-41.5,49.5,0.5,-145.01
-42.0,49.0,0.5,-135.00
-42.4,48.4,0.5,-124.99
-42.7,47.6,0.5,-115.24
-42.9,46.9,0.5,-106.23
-43.1,46.0,0.5,-99.04
-43.1,45.0,0.5,-92.34
-39.4,45.0,0.5,0.00
-39.3,45.7,0.5,83.29
-39.1,46.2,0.5,66.14
-38.7,46.6,0.5,45.76
-38.2,46.8,0.5,22.54
-37.5,46.9,0.5,6.81
-22.5,46.9,0.5,0.00
-21.8,46.8,0.5,-6.81
-21.3,46.6,0.5,-22.54
-20.9,46.2,0.5,-45.76
-20.7,45.7,0.5,-66.54
-20.6,45.0,0.5,-83.19
-15.0,50.6,0.5,45.00
-16.0,50.6,0.5,-177.66
-16.9,50.4,0.5,-170.96
-17.6,50.2,0.5,-163.77
-18.4,49.9,0.5,-154.76
-18.9,49.5,0.5,-145.01
-19.5,49.0,0.5,-135.00
-19.9,48.4,0.5,-124.99
-20.2,47.6,0.5,-115.24
-20.4,46.9,0.5,-106.23
-20.6,46.0,0.5,-99.04
-20.6,45.0,0.5,-92.34
-16.9,45.0,0.5,0.00
-16.8,45.7,0.5,83.29
-16.6,46.2,0.5,67.07
-16.2,46.6,0.5,45.00
-15.7,46.8,0.5,22.93
-15.0,46.9,0.5,6.71
-16.9,45.0,0.5,-135.00
-16.9,46.0,0.5,92.34
-17.1,46.9,0.5,99.04
-17.3,47.6,0.5,106.23
-17.6,48.4,0.5,115.24
-18.0,49.0,0.5,124.99
-18.6,49.5,0.5,135.00
-19.1,49.9,0.5,145.01
-19.9,50.2,0.5,154.76
-20.6,50.4,0.5,163.77
-21.5,50.6,0.5,170.96
-22.5,50.6,0.5,177.66
-15.0,50.6,0.5,0.00
-16.1,50.6,0.5,180.00
-17.1,50.6,0.5,180.00
-18.2,50.6,0.5,180.00
-19.3,50.6,0.5,180.00
-20.4,50.6,0.5,180.00
-21.4,50.6,0.5,180.00
-22.5,50.6,0.5,180.00
-22.5,46.9,0.5,-90.00
-21.4,46.9,0.5,0.00
-20.4,46.9,0.5,0.00
-19.3,46.9,0.5,0.00
-18.2,46.9,0.5,0.00
-17.1,46.9,0.5,0.00
-16.1,46.9,0.5,0.00
-15.0,46.9,0.5,0.00
15.0,46.9,0.5,0.00
15.7,46.8,0.5,-6.71
16.2,46.6,0.5,-22.93
16.6,46.2,0.5,-45.76
16.8,45.7,0.5,-66.54
16.9,45.0,0.5,-83.19
22.5,50.6,0.5,45.00
21.5,50.6,0.5,-177.66
20.6,50.4,0.5,-170.96
19.9,50.2,0.5,-163.77
19.1,49.9,0.5,-154.76
18.6,49.5,0.5,-145.01
18.0,49.0,0.5,-135.00
17.6,48.4,0.5,-124.99
17.3,47.6,0.5,-115.24
17.1,46.9,0.5,-106.23
16.9,46.0,0.5,-99.04
16.9,45.0,0.5,-92.34
20.6,45.0,0.5,0.00
20.7,45.7,0.5,83.29
20.9,46.2,0.5,66.14
21.3,46.6,0.5,45.76
21.8,46.8,0.5,22.93
22.5,46.9,0.5,6.71
20.6,45.0,0.5,-135.00
20.6,46.0,0.5,92.34
20.4,46.9,0.5,99.04
20.2,47.6,0.5,106.23
19.9,48.4,0.5,115.24
19.5,49.0,0.5,124.99
18.9,49.5,0.5,135.00
18.4,49.9,0.5,145.01
17.6,50.2,0.5,154.76
16.9,50.4,0.5,163.77
16.0,50.6,0.5,170.96
15.0,50.6,0.5,177.66
22.5,50.6,0.5,0.00
21.4,50.6,0.5,180.00
20.4,50.6,0.5,180.00
19.3,50.6,0.5,180.00
18.2,50.6,0.5,180.00
17.1,50.6,0.5,180.00
16.1,50.6,0.5,180.00
15.0,50.6,0.5,180.00
15.0,46.9,0.5,-90.00
16.1,46.9,0.5,0.00
17.1,46.9,0.5,0.00
18.2,46.9,0.5,0.00
19.3,46.9,0.5,0.00
20.4,46.9,0.5,0.00
21.4,46.9,0.5,0.00
22.5,46.9,0.5,0.00
37.5,46.9,0.5,0.00
38.2,46.8,0.5,-6.71
38.7,46.6,0.5,-22.93
39.1,46.2,0.5,-45.76
39.3,45.7,0.5,-66.54
39.4,45.0,0.5,-83.19
43.1,45.0,0.5,0.00
43.1,46.0,0.5,92.34
42.9,46.9,0.5,99.04
42.7,47.6,0.5,106.23
42.4,48.4,0.5,115.24
42.0,49.0,0.5,124.99
41.5,49.5,0.5,135.00
40.9,49.9,0.5,145.01
40.1,50.2,0.5,154.76
39.4,50.4,0.5,163.77
38.5,50.6,0.5,170.96
37.5,50.6,0.5,177.66
-37.5,28.1,0.5,-163.30
-38.2,28.2,0.5,173.29
-38.7,28.4,0.5,156.14
-39.1,28.8,0.5,135.00
-39.3,29.3,0.5,113.46
-39.4,30.0,0.5,96.81
-37.5,28.1,0.5,-45.00
-38.5,28.1,0.5,-177.66
-39.4,27.9,0.5,-170.96
-40.1,27.7,0.5,-163.77
-40.9,27.4,0.5,-154.76
-41.5,27.0,0.5,-145.01
-42.0,26.4,0.5,-135.00
-42.4,25.9,0.5,-124.99
-42.7,25.1,0.5,-115.24
-42.9,24.4,0.5,-106.23
-43.1,23.5,0.5,-99.04
-43.1,22.5,0.5,-92.34
-39.4,22.5,0.5,0.00
-39.3,23.2,0.5,83.29
-39.1,23.7,0.5,66.14
-38.7,24.1,0.5,45.76
-38.2,24.3,0.5,22.54
-37.5,24.4,0.5,6.81
-43.1,30.0,0.5,135.00
-43.1,29.0,0.5,-87.66
-42.9,28.1,0.5,-80.96
-42.7,27.4,0.5,-73.77
-42.4,26.6,0.5,-64.76
-42.0,26.1,0.5,-55.01
-41.5,25.5,0.5,-45.00
-40.9,25.1,0.5,-34.99
-40.1,24.8,0.5,-25.24
-39.4,24.6,0.5,-16.23
-38.5,24.4,0.5,-9.04
-37.5,24.4,0.5,-2.34
-43.1,30.0,0.5,135.00
-43.1,28.9,0.5,-90.00
-43.1,27.9,0.5,-90.00
-43.1,26.8,0.5,-90.00
-43.1,25.7,0.5,-90.00
-43.1,24.6,0.5,-90.00
-43.1,23.6,0.5,-90.00
-43.1,22.5,0.5,-90.00
-39.4,22.5,0.5,0.00
-39.4,23.6,0.5,90.00
-39.4,24.6,0.5,90.00
-39.4,25.7,0.5,90.00
-39.4,26.8,0.5,90.00
-39.4,27.9,0.5,90.00
-39.4,28.9,0.5,90.00
-39.4,30.0,0.5,90.00
-22.5,24.4,0.5,-18.41
-21.8,24.3,0.5,-6.81
-21.3,24.1,0.5,-22.54
-20.9,23.7,0.5,-45.76
-20.7,23.2,0.5,-66.14
-20.6,22.5,0.5,-83.29
-22.5,24.4,0.5,135.00
-21.5,24.4,0.5,2.34
-20.6,24.6,0.5,9.04
-19.9,24.8,0.5,16.23
-19.1,25.1,0.5,25.24
-18.6,25.5,0.5,34.99
-18.0,26.1,0.5,45.00
-17.6,26.6,0.5,55.01
-17.3,27.4,0.5,64.76
-17.1,28.1,0.5,73.77
-16.9,29.0,0.5,80.96
-16.9,30.0,0.5,87.66
-15.0,28.1,0.5,-45.00
-15.7,28.2,0.5,173.29
-16.2,28.4,0.5,156.14
-16.6,28.8,0.5,135.00
-16.8,29.3,0.5,113.46
-16.9,30.0,0.5,96.81
-15.0,28.1,0.5,-45.00
-16.0,28.1,0.5,-177.66
-16.9,27.9,0.5,-170.96
-17.6,27.7,0.5,-163.77
-18.4,27.4,0.5,-154.76
-18.9,27.0,0.5,-145.01
-19.5,26.4,0.5,-135.00
-19.9,25.9,0.5,-124.99
-20.2,25.1,0.5,-115.24
-20.4,24.4,0.5,-106.23
-20.6,23.5,0.5,-99.04
-20.6,22.5,0.5,-92.34
-16.9,22.5,0.5,0.00
-16.8,23.2,0.5,83.29
-16.6,23.7,0.5,67.07
-16.2,24.1,0.5,45.00
-15.7,24.3,0.5,22.93
-15.0,24.4,0.5,6.71
-16.9,22.5,0.5,-135.00
-16.9,23.5,0.5,92.34
-17.1,24.4,0.5,99.04
-17.3,25.1,0.5,106.23
-17.6,25.9,0.5,115.24
-18.0,26.4,0.5,124.99
-18.6,27.0,0.5,135.00
-19.1,27.4,0.5,145.01
-19.9,27.7,0.5,154.76
-20.6,27.9,0.5,163.77
-21.5,28.1,0.5,170.96
-22.5,28.1,0.5,177.66
-20.6,30.0,0.5,45.00
-20.7,29.3,0.5,-96.81
-20.9,28.8,0.5,-113.46
-21.3,28.4,0.5,-135.00
-21.8,28.2,0.5,-156.14
-22.5,28.1,0.5,-173.29
-20.6,30.0,0.5,45.00
-20.6,29.0,0.5,-87.66
-20.4,28.1,0.5,-80.96
-20.2,27.4,0.5,-73.77
-19.9,26.6,0.5,-64.76
-19.5,26.1,0.5,-55.01
-18.9,25.5,0.5,-45.00
-18.4,25.1,0.5,-34.99
-17.6,24.8,0.5,-25.24
-16.9,24.6,0.5,-16.23
-16.0,24.4,0.5,-9.04
-15.0,24.4,0.5,-2.34
-15.0,28.1,0.5,90.00
-16.1,28.1,0.5,180.00
-17.1,28.1,0.5,180.00
-18.2,28.1,0.5,180.00
-19.3,28.1,0.5,180.00
-20.4,28.1,0.5,180.00
-21.4,28.1,0.5,180.00
-22.5,28.1,0.5,180.00
-22.5,24.4,0.5,-90.00
-21.4,24.4,0.5,0.00
-20.4,24.4,0.5,0.00
-19.3,24.4,0.5,0.00
-18.2,24.4,0.5,0.00
-17.1,24.4,0.5,0.00
-16.1,24.4,0.5,0.00
-15.0,24.4,0.5,0.00
-20.6,30.0,0.5,135.00
-20.6,28.9,0.5,-90.00
-20.6,27.9,0.5,-90.00
-20.6,26.8,0.5,-90.00
-20.6,25.7,0.5,-90.00
-20.6,24.6,0.5,-90.00
-20.6,23.6,0.5,-90.00
-20.6,22.5,0.5,-90.00
-16.9,22.5,0.5,0.00
-16.9,23.6,0.5,90.00
-16.9,24.6,0.5,90.00
-16.9,25.7,0.5,90.00
-16.9,26.8,0.5,90.00
-16.9,27.9,0.5,90.00
-16.9,28.9,0.5,90.00
-16.9,30.0,0.5,90.00
15.0,24.4,0.5,-10.00
15.7,24.3,0.5,-6.71
16.2,24.1,0.5,-22.93
16.6,23.7,0.5,-45.76
16.8,23.2,0.5,-66.14
16.9,22.5,0.5,-83.29
15.0,24.4,0.5,135.00
16.0,24.4,0.5,2.34
16.9,24.6,0.5,9.04
17.6,24.8,0.5,16.23
18.4,25.1,0.5,25.24
18.9,25.5,0.5,34.99
19.5,26.1,0.5,45.00
19.9,26.6,0.5,55.01
20.2,27.4,0.5,64.76
20.4,28.1,0.5,73.77
20.6,29.0,0.5,80.96
20.6,30.0,0.5,87.66
22.5,28.1,0.5,-45.00
21.8,28.2,0.5,173.19
21.3,28.4,0.5,156.54
20.9,28.8,0.5,135.00
20.7,29.3,0.5,113.46
20.6,30.0,0.5,96.81
22.5,28.1,0.5,-45.00
21.5,28.1,0.5,-177.66
20.6,27.9,0.5,-170.96
19.9,27.7,0.5,-163.77
19.1,27.4,0.5,-154.76
18.6,27.0,0.5,-145.01
18.0,26.4,0.5,-135.00
17.6,25.9,0.5,-124.99
17.3,25.1,0.5,-115.24
17.1,24.4,0.5,-106.23
16.9,23.5,0.5,-99.04
16.9,22.5,0.5,-92.34
20.6,22.5,0.5,0.00
20.7,23.2,0.5,83.29
20.9,23.7,0.5,66.14
21.3,24.1,0.5,45.76
21.8,24.3,0.5,22.93
22.5,24.4,0.5,6.71
20.6,22.5,0.5,-135.00
20.6,23.5,0.5,92.34
20.4,24.4,0.5,99.04
20.2,25.1,0.5,106.23
19.9,25.9,0.5,115.24
19.5,26.4,0.5,124.99
18.9,27.0,0.5,135.00
18.4,27.4,0.5,145.01
17.6,27.7,0.5,154.76
16.9,27.9,0.5,163.77
16.0,28.1,0.5,170.96
15.0,28.1,0.5,177.66
16.9,30.0,0.5,45.00
16.8,29.3,0.5,-96.81
16.6,28.8,0.5,-112.54
16.2,28.4,0.5,-135.76
15.7,28.2,0.5,-156.14
15.0,28.1,0.5,-173.29
16.9,30.0,0.5,45.00
16.9,29.0,0.5,-87.66
17.1,28.1,0.5,-80.96
17.3,27.4,0.5,-73.77
17.6,26.6,0.5,-64.76
18.0,26.1,0.5,-55.01
18.6,25.5,0.5,-45.00
19.1,25.1,0.5,-34.99
19.9,24.8,0.5,-25.24
20.6,24.6,0.5,-16.23
21.5,24.4,0.5,-9.04
22.5,24.4,0.5,-2.34
22.5,28.1,0.5,90.00
21.4,28.1,0.5,180.00
20.4,28.1,0.5,180.00
19.3,28.1,0.5,180.00
18.2,28.1,0.5,180.00
17.1,28.1,0.5,180.00
16.1,28.1,0.5,180.00
15.0,28.1,0.5,180.00
15.0,24.4,0.5,-90.00
16.1,24.4,0.5,0.00
17.1,24.4,0.5,0.00
18.2,24.4,0.5,0.00
19.3,24.4,0.5,0.00
20.4,24.4,0.5,0.00
21.4,24.4,0.5,0.00
22.5,24.4,0.5,0.00
16.9,30.0,0.5,135.00
16.9,28.9,0.5,-90.00
16.9,27.9,0.5,-90.00
16.9,26.8,0.5,-90.00
16.9,25.7,0.5,-90.00
16.9,24.6,0.5,-90.00
16.9,23.6,0.5,-90.00
16.9,22.5,0.5,-90.00
20.6,22.5,0.5,0.00
20.6,23.6,0.5,90.00
20.6,24.6,0.5,90.00
20.6,25.7,0.5,90.00
20.6,26.8,0.5,90.00
20.6,27.9,0.5,90.00
20.6,28.9,0.5,90.00
20.6,30.0,0.5,90.00
37.5,24.4,0.5,-18.41
38.2,24.3,0.5,-6.71
38.7,24.1,0.5,-22.93
39.1,23.7,0.5,-45.76
39.3,23.2,0.5,-66.14
39.4,22.5,0.5,-83.29
37.5,24.4,0.5,135.00
38.5,24.4,0.5,2.34
39.4,24.6,0.5,9.04
40.1,24.8,0.5,16.23
40.9,25.1,0.5,25.24
41.5,25.5,0.5,34.99
42.0,26.1,0.5,45.00
42.4,26.6,0.5,55.01
42.7,27.4,0.5,64.76
42.9,28.1,0.5,73.77
43.1,29.0,0.5,80.96
43.1,30.0,0.5,87.66
43.1,22.5,0.5,-90.00
43.1,23.5,0.5,92.34
42.9,24.4,0.5,99.04
42.7,25.1,0.5,106.23
42.4,25.9,0.5,115.24
42.0,26.4,0.5,124.99
41.5,27.0,0.5,135.00
40.9,27.4,0.5,145.01
40.1,27.7,0.5,154.76
39.4,27.9,0.5,163.77
38.5,28.1,0.5,170.96
37.5,28.1,0.5,177.66
39.4,30.0,0.5,45.00
39.3,29.3,0.5,-96.81
39.1,28.8,0.5,-113.46
38.7,28.4,0.5,-135.00
38.2,28.2,0.5,-156.54
37.5,28.1,0.5,-173.19
39.4,30.0,0.5,45.00
39.4,28.9,0.5,-90.00
39.4,27.9,0.5,-90.00
39.4,26.8,0.5,-90.00
39.4,25.7,0.5,-90.00
39.4,24.6,0.5,-90.00
39.4,23.6,0.5,-90.00
39.4,22.5,0.5,-90.00
43.1,22.5,0.5,0.00
43.1,23.6,0.5,90.00
43.1,24.6,0.5,90.00
43.1,25.7,0.5,90.00
43.1,26.8,0.5,90.00
43.1,27.9,0.5,90.00
43.1,28.9,0.5,90.00
43.1,30.0,0.5,90.00
-37.5,-1.9,0.5,-158.42
-38.2,-1.8,0.5,173.29
-38.7,-1.6,0.5,156.14
-39.1,-1.2,0.5,135.00
-39.3,-0.7,0.5,113.46
-39.4,0.0,0.5,96.81
-37.5,-1.9,0.5,-45.00
-38.5,-1.9,0.5,-177.66
-39.4,-2.1,0.5,-170.96
-40.1,-2.3,0.5,-163.77
-40.9,-2.6,0.5,-154.76
-41.5,-3.0,0.5,-145.01
-42.0,-3.5,0.5,-135.00
-42.4,-4.2,0.5,-124.99
-42.7,-4.8,0.5,-115.24
-42.9,-5.6,0.5,-106.23
-43.1,-6.5,0.5,-99.04
-43.1,-7.5,0.5,-92.34
-39.4,-7.5,0.5,0.00
-39.3,-6.8,0.5,83.19
-39.1,-6.3,0.5,66.54
-38.7,-5.9,0.5,45.76
-38.2,-5.7,0.5,22.54
-37.5,-5.6,0.5,6.81
-43.1,0.0,0.5,135.00
-43.1,-1.0,0.5,-87.66
-42.9,-1.9,0.5,-80.96
-42.7,-2.6,0.5,-73.77
-42.4,-3.4,0.5,-64.76
-42.0,-4.0,0.5,-55.01
-41.5,-4.5,0.5,-45.00
-40.9,-4.9,0.5,-34.99
-40.1,-5.2,0.5,-25.24
-39.4,-5.4,0.5,-16.23
-38.5,-5.6,0.5,-9.04
-37.5,-5.6,0.5,-2.34
-43.1,0.0,0.5,135.00
-43.1,-1.1,0.5,-90.00
-43.1,-2.1,0.5,-90.00
-43.1,-3.2,0.5,-90.00
-43.1,-4.3,0.5,-90.00
-43.1,-5.4,0.5,-90.00
-43.1,-6.4,0.5,-90.00
-43.1,-7.5,0.5,-90.00
-39.4,-7.5,0.5,0.00
-39.4,-6.4,0.5,90.00
-39.4,-5.4,0.5,90.00
-39.4,-4.3,0.5,90.00
-39.4,-3.2,0.5,90.00
-39.4,-2.1,0.5,90.00
-39.4,-1.1,0.5,90.00
-39.4,0.0,0.5,90.00
15.0,-5.6,0.5,-5.90
15.7,-5.7,0.5,-6.71
16.2,-5.9,0.5,-22.93
16.6,-6.3,0.5,-45.76
16.8,-6.8,0.5,-66.54
16.9,-7.5,0.5,-83.19
15.0,-5.6,0.5,135.00
16.0,-5.6,0.5,2.34
16.9,-5.4,0.5,9.04
17.6,-5.2,0.5,16.23
18.4,-4.9,0.5,25.24
18.9,-4.5,0.5,34.99
19.5,-4.0,0.5,45.00
19.9,-3.4,0.5,55.01
20.2,-2.6,0.5,64.76
20.4,-1.9,0.5,73.77
20.6,-1.0,0.5,80.96
20.6,0.0,0.5,87.66
22.5,-1.9,0.5,-45.00
21.8,-1.8,0.5,173.19
21.3,-1.6,0.5,156.54
20.9,-1.2,0.5,135.00
20.7,-0.7,0.5,113.46
20.6,0.0,0.5,96.81
22.5,-1.9,0.5,-45.00
21.5,-1.9,0.5,-177.66
20.6,-2.1,0.5,-170.96
19.9,-2.3,0.5,-163.77
19.1,-2.6,0.5,-154.76
18.6,-3.0,0.5,-145.01
18.0,-3.5,0.5,-135.00
17.6,-4.2,0.5,-124.99
17.3,-4.8,0.5,-115.24
17.1,-5.6,0.5,-106.23
16.9,-6.5,0.5,-99.04
16.9,-7.5,0.5,-92.34
20.6,-7.5,0.5,0.00
20.7,-6.8,0.5,83.19
20.9,-6.3,0.5,66.54
21.3,-5.9,0.5,45.76
21.8,-5.7,0.5,22.93
22.5,-5.6,0.5,6.71
20.6,-7.5,0.5,-135.00
20.6,-6.5,0.5,92.34
20.4,-5.6,0.5,99.04
20.2,-4.8,0.5,106.23
19.9,-4.2,0.5,115.24
19.5,-3.5,0.5,124.99
18.9,-3.0,0.5,135.00
18.4,-2.6,0.5,145.01
17.6,-2.3,0.5,154.76
16.9,-2.1,0.5,163.77
16.0,-1.9,0.5,170.96
15.0,-1.9,0.5,177.66
16.9,0.0,0.5,45.00
16.8,-0.7,0.5,-96.71
16.6,-1.2,0.5,-112.93
16.2,-1.6,0.5,-135.76
15.7,-1.8,0.5,-156.14
15.0,-1.9,0.5,-173.29
16.9,0.0,0.5,45.00
16.9,-1.0,0.5,-87.66
17.1,-1.9,0.5,-80.96
17.3,-2.6,0.5,-73.77
17.6,-3.4,0.5,-64.76
18.0,-4.0,0.5,-55.01
18.6,-4.5,0.5,-45.00
19.1,-4.9,0.5,-34.99
19.9,-5.2,0.5,-25.24
20.6,-5.4,0.5,-16.23
21.5,-5.6,0.5,-9.04
22.5,-5.6,0.5,-2.34
22.5,-1.9,0.5,90.00
21.4,-1.9,0.5,180.00
20.4,-1.9,0.5,180.00
19.3,-1.9,0.5,180.00
18.2,-1.9,0.5,180.00
17.1,-1.9,0.5,180.00
16.1,-1.9,0.5,180.00
15.0,-1.9,0.5,180.00
15.0,-5.6,0.5,-90.00
16.1,-5.6,0.5,0.00
17.1,-5.6,0.5,0.00
18.2,-5.6,0.5,0.00
19.3,-5.6,0.5,0.00
20.4,-5.6,0.5,0.00
21.4,-5.6,0.5,0.00
22.5,-5.6,0.5,0.00
16.9,0.0,0.5,135.00
16.9,-1.1,0.5,-90.00
16.9,-2.1,0.5,-90.00
16.9,-3.2,0.5,-90.00
16.9,-4.3,0.5,-90.00
16.9,-5.4,0.5,-90.00
16.9,-6.4,0.5,-90.00
16.9,-7.5,0.5,-90.00
20.6,-7.5,0.5,0.00
20.6,-6.4,0.5,90.00
20.6,-5.4,0.5,90.00
20.6,-4.3,0.5,90.00
20.6,-3.2,0.5,90.00
20.6,-2.1,0.5,90.00
20.6,-1.1,0.5,90.00
20.6,0.0,0.5,90.00
37.5,-5.6,0.5,-18.41
38.2,-5.7,0.5,-6.71
38.7,-5.9,0.5,-22.93
39.1,-6.3,0.5,-45.76
39.3,-6.8,0.5,-66.54
39.4,-7.5,0.5,-83.19
37.5,-5.6,0.5,135.00
38.5,-5.6,0.5,2.34
39.4,-5.4,0.5,9.04
40.1,-5.2,0.5,16.23
40.9,-4.9,0.5,25.24
41.5,-4.5,0.5,34.99
42.0,-4.0,0.5,45.00
42.4,-3.4,0.5,55.01
42.7,-2.6,0.5,64.76
42.9,-1.9,0.5,73.77
43.1,-1.0,0.5,80.96
43.1,0.0,0.5,87.66
43.1,-7.5,0.5,-90.00
43.1,-6.5,0.5,92.34
42.9,-5.6,0.5,99.04
42.7,-4.8,0.5,106.23
42.4,-4.2,0.5,115.24
42.0,-3.5,0.5,124.99
41.5,-3.0,0.5,135.00
40.9,-2.6,0.5,145.01
40.1,-2.3,0.5,154.76
39.4,-2.1,0.5,163.77
38.5,-1.9,0.5,170.96
37.5,-1.9,0.5,177.66
39.4,0.0,0.5,45.00
39.3,-0.7,0.5,-96.71
39.1,-1.2,0.5,-113.86
38.7,-1.6,0.5,-135.00
38.2,-1.8,0.5,-156.54
37.5,-1.9,0.5,-173.19
39.4,0.0,0.5,45.00
39.4,-1.1,0.5,-90.00
39.4,-2.1,0.5,-90.00
39.4,-3.2,0.5,-90.00
39.4,-4.3,0.5,-90.00
39.4,-5.4,0.5,-90.00
39.4,-6.4,0.5,-90.00
39.4,-7.5,0.5,-90.00
43.1,-7.5,0.5,0.00
43.1,-6.4,0.5,90.00
43.1,-5.4,0.5,90.00
43.1,-4.3,0.5,90.00
43.1,-3.2,0.5,90.00
43.1,-2.1,0.5,90.00
43.1,-1.1,0.5,90.00
43.1,0.0,0.5,90.00
-37.5,-31.9,0.5,-158.42
-38.2,-31.8,0.5,173.29
-38.7,-31.6,0.5,156.14
-39.1,-31.2,0.5,135.00
-39.3,-30.7,0.5,113.86
-39.4,-30.0,0.5,96.71
-43.1,-30.0,0.5,180.00
-43.1,-31.0,0.5,-87.66
-42.9,-31.9,0.5,-80.96
-42.7,-32.6,0.5,-73.77
-42.4,-33.4,0.5,-64.76
-42.0,-34.0,0.5,-55.01
-41.5,-34.5,0.5,-45.00
-40.9,-34.9,0.5,-34.99
-40.1,-35.2,0.5,-25.24
-39.4,-35.4,0.5,-16.23
-38.5,-35.6,0.5,-9.04
-37.5,-35.6,0.5,-2.34
-22.5,-35.6,0.5,0.00
-21.5,-35.6,0.5,2.34
-20.6,-35.4,0.5,9.04
-19.9,-35.2,0.5,16.23
-19.1,-34.9,0.5,25.24
-18.6,-34.5,0.5,34.99
-18.0,-34.0,0.5,45.00
-17.6,-33.4,0.5,55.01
-17.3,-32.6,0.5,64.76
-17.1,-31.9,0.5,73.77
-16.9,-31.0,0.5,80.96
-16.9,-30.0,0.5,87.66
-15.0,-31.9,0.5,-45.00
-15.7,-31.8,0.5,173.29
-16.2,-31.6,0.5,156.14
