x,y,z,yaw
-16.6,-31.2,0.5,135.00
-16.8,-30.7,0.5,113.86
-16.9,-30.0,0.5,96.71
-20.6,-30.0,0.5,180.00
-20.7,-30.7,0.5,-96.71
-20.9,-31.2,0.5,-113.86
-21.3,-31.6,0.5,-134.24
-21.8,-31.8,0.5,-157.07
-22.5,-31.9,0.5,-173.29
-20.6,-30.0,0.5,45.00
-20.6,-31.0,0.5,-87.66
-20.4,-31.9,0.5,-80.96
-20.2,-32.6,0.5,-73.77
-19.9,-33.4,0.5,-64.76
-19.5,-34.0,0.5,-55.01
-18.9,-34.5,0.5,-45.00
-18.4,-34.9,0.5,-34.99
-17.6,-35.2,0.5,-25.24
-16.9,-35.4,0.5,-16.23
-16.0,-35.6,0.5,-9.04
-15.0,-35.6,0.5,-2.34
-15.0,-31.9,0.5,90.00
-16.1,-31.9,0.5,180.00
-17.1,-31.9,0.5,180.00
-18.2,-31.9,0.5,180.00
-19.3,-31.9,0.5,180.00
-20.4,-31.9,0.5,180.00
-21.4,-31.9,0.5,180.00
-22.5,-31.9,0.5,180.00
-22.5,-35.6,0.5,-90.00
-21.4,-35.6,0.5,0.00
-20.4,-35.6,0.5,0.00
-19.3,-35.6,0.5,0.00
-18.2,-35.6,0.5,0.00
-17.1,-35.6,0.5,0.00
-16.1,-35.6,0.5,0.00
-15.0,-35.6,0.5,0.00
15.0,-35.6,0.5,0.00
16.0,-35.6,0.5,2.34
16.9,-35.4,0.5,9.04
17.6,-35.2,0.5,16.23
18.4,-34.9,0.5,25.24
18.9,-34.5,0.5,34.99
19.5,-34.0,0.5,45.00
19.9,-33.4,0.5,55.01
20.2,-32.6,0.5,64.76
20.4,-31.9,0.5,73.77
20.6,-31.0,0.5,80.96
20.6,-30.0,0.5,87.66
22.5,-31.9,0.5,-45.00
21.8,-31.8,0.5,173.19
21.3,-31.6,0.5,156.54
20.9,-31.2,0.5,135.00
20.7,-30.7,0.5,113.86
20.6,-30.0,0.5,96.71
16.9,-30.0,0.5,180.00
16.8,-30.7,0.5,-96.71
16.6,-31.2,0.5,-112.93
16.2,-31.6,0.5,-135.00
15.7,-31.8,0.5,-157.07
15.0,-31.9,0.5,-173.29
16.9,-30.0,0.5,45.00
16.9,-31.0,0.5,-87.66
17.1,-31.9,0.5,-80.96
17.3,-32.6,0.5,-73.77
17.6,-33.4,0.5,-64.76
18.0,-34.0,0.5,-55.01
18.6,-34.5,0.5,-45.00
19.1,-34.9,0.5,-34.99
19.9,-35.2,0.5,-25.24
20.6,-35.4,0.5,-16.23
21.5,-35.6,0.5,-9.04
22.5,-35.6,0.5,-2.34
22.5,-31.9,0.5,90.00
21.4,-31.9,0.5,180.00
20.4,-31.9,0.5,180.00
19.3,-31.9,0.5,180.00
18.2,-31.9,0.5,180.00
17.1,-31.9,0.5,180.00
16.1,-31.9,0.5,180.00
15.0,-31.9,0.5,180.00
15.0,-35.6,0.5,-90.00
16.1,-35.6,0.5,0.00
17.1,-35.6,0.5,0.00
18.2,-35.6,0.5,0.00
19.3,-35.6,0.5,0.00
20.4,-35.6,0.5,0.00
21.4,-35.6,0.5,0.00
22.5,-35.6,0.5,0.00
37.5,-35.6,0.5,0.00
38.5,-35.6,0.5,2.34
39.4,-35.4,0.5,9.04
40.1,-35.2,0.5,16.23
40.9,-34.9,0.5,25.24
41.5,-34.5,0.5,34.99
42.0,-34.0,0.5,45.00
42.4,-33.4,0.5,55.01
42.7,-32.6,0.5,64.76
42.9,-31.9,0.5,73.77
43.1,-31.0,0.5,80.96
43.1,-30.0,0.5,87.66
39.4,-30.0,0.5,180.00
39.3,-30.7,0.5,-96.71
39.1,-31.2,0.5,-113.86
38.7,-31.6,0.5,-134.24
38.2,-31.8,0.5,-157.46
37.5,-31.9,0.5,-173.19
-9.3,-3.8,0.5,149.03
-9.4,-2.8,0.5,92.86
-9.5,-1.8,0.5,99.18
-9.8,-0.8,0.5,105.15
-10.2,0.1,0.5,110.96
-10.6,1.0,0.5,116.82
-11.2,1.8,0.5,123.22
-11.8,2.6,0.5,128.93
-12.5,3.3,0.5,135.00
-13.3,4.0,0.5,140.71
-14.1,4.5,0.5,147.26
-15.0,5.0,0.5,152.93
-15.9,5.3,0.5,159.38
-16.9,5.6,0.5,165.00
-17.9,5.7,0.5,170.82
-18.9,5.8,0.5,177.11
-19.9,5.7,0.5,-177.14
-20.9,5.6,0.5,-170.82
-21.8,5.3,0.5,-165.00
-22.8,5.0,0.5,-159.38
-23.7,4.5,0.5,-152.93
-24.5,4.0,0.5,-147.26
-25.3,3.3,0.5,-140.71
-26.0,2.6,0.5,-135.00
-26.6,1.8,0.5,-128.93
-27.2,1.0,0.5,-123.22
-27.6,0.1,0.5,-116.82
-28.0,-0.8,0.5,-110.96
-28.2,-1.8,0.5,-105.15
-28.4,-2.8,0.5,-99.18
-28.4,-3.8,0.5,-92.86
-28.4,-4.8,0.5,-87.14
-28.2,-5.8,0.5,-80.82
-28.0,-6.7,0.5,-74.85
-27.6,-7.7,0.5,-69.04
-27.2,-8.6,0.5,-63.18
-26.6,-9.4,0.5,-56.78
-26.0,-10.2,0.5,-51.07
-25.3,-10.9,0.5,-45.00
-24.5,-11.5,0.5,-39.29
-23.7,-12.1,0.5,-32.74
-22.8,-12.5,0.5,-27.07
-21.8,-12.9,0.5,-20.62
-20.9,-13.1,0.5,-15.00
-19.9,-13.3,0.5,-9.18
-18.9,-13.3,0.5,-2.86
-17.9,-13.3,0.5,2.89
-16.9,-13.1,0.5,9.18
-15.9,-12.9,0.5,15.00
-15.0,-12.5,0.5,20.62
-14.1,-12.1,0.5,27.07
-13.3,-11.5,0.5,32.74
-12.5,-10.9,0.5,39.29
-11.8,-10.2,0.5,45.00
-11.2,-9.4,0.5,51.07
-10.6,-8.6,0.5,56.78
-10.2,-7.7,0.5,63.18
-9.8,-6.7,0.5,69.04
-9.5,-5.8,0.5,74.85
-9.4,-4.8,0.5,80.82
-9.3,-3.8,0.5,87.14
