step,x,y,z,yaw,lane_id,segment_id,parent_segment_id,lane_side,direction,direction_group,connect_next
492,-41.500,-3.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
493,-41.500,-4.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
494,-41.500,-4.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
495,-41.500,-5.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
496,-41.500,-5.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
497,-41.500,-6.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
498,-41.500,-6.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
499,-41.500,-7.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
500,-41.500,-7.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
501,-41.500,-8.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
502,-41.500,-8.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
503,-41.500,-9.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
504,-41.500,-9.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
505,-41.500,-10.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
506,-41.500,-10.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
507,-41.500,-11.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
508,-41.500,-11.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
509,-41.500,-12.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
510,-41.500,-12.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
511,-41.500,-13.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
512,-41.500,-13.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
513,-41.500,-14.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
514,-41.500,-14.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
515,-41.500,-15.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
516,-41.500,-15.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
517,-41.500,-16.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
518,-41.500,-16.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
519,-41.500,-17.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
520,-41.500,-17.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
521,-41.500,-18.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
522,-41.500,-18.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
523,-41.500,-19.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
524,-41.500,-19.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
525,-41.500,-20.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
526,-41.500,-20.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
527,-41.500,-21.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
528,-41.500,-21.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
529,-41.500,-22.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
530,-41.500,-22.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
531,-41.500,-23.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
532,-41.500,-23.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
533,-41.500,-24.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
534,-41.500,-24.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
535,-41.500,-25.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
536,-41.500,-25.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
537,-41.500,-26.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
538,-41.500,-26.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
539,-41.500,-27.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
540,-41.500,-27.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
541,-41.500,-28.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
542,-41.500,-28.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
543,-41.500,-29.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
544,-41.500,-29.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
545,-41.500,-30.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
546,-41.500,-30.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
547,-41.500,-31.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
548,-41.500,-31.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
549,-41.500,-32.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
550,-41.500,-32.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
551,-41.500,-33.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
552,-41.500,-33.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,1
553,-41.500,-34.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,forward_right,0
554,-38.500,-34.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
555,-38.500,-33.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
556,-38.500,-33.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
557,-38.500,-32.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
558,-38.500,-32.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
559,-38.500,-31.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
560,-38.500,-31.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
561,-38.500,-30.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
562,-38.500,-30.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
563,-38.500,-29.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
564,-38.500,-29.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
565,-38.500,-28.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
566,-38.500,-28.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
567,-38.500,-27.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
568,-38.500,-27.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
569,-38.500,-26.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
570,-38.500,-26.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
571,-38.500,-25.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
572,-38.500,-25.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
573,-38.500,-24.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
574,-38.500,-24.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
575,-38.500,-23.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
576,-38.500,-23.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
577,-38.500,-22.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
578,-38.500,-22.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
579,-38.500,-21.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
580,-38.500,-21.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
581,-38.500,-20.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
582,-38.500,-20.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
583,-38.500,-19.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
584,-38.500,-19.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
585,-38.500,-18.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
586,-38.500,-18.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
587,-38.500,-17.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
588,-38.500,-17.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
589,-38.500,-16.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
590,-38.500,-16.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
591,-38.500,-15.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
592,-38.500,-15.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
593,-38.500,-14.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
594,-38.500,-14.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
595,-38.500,-13.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
596,-38.500,-13.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
597,-38.500,-12.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
598,-38.500,-12.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
599,-38.500,-11.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
600,-38.500,-11.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
601,-38.500,-10.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
602,-38.500,-10.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
603,-38.500,-9.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
604,-38.500,-9.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
605,-38.500,-8.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
606,-38.500,-8.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
607,-38.500,-7.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
608,-38.500,-7.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
609,-38.500,-6.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
610,-38.500,-6.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
611,-38.500,-5.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
612,-38.500,-5.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
613,-38.500,-4.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
614,-38.500,-4.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
615,-38.500,-3.500,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,1
616,-38.500,-3.000,0.500,90.000,V_x-40.0_y-34.0_-3.0_reverse_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,reverse,reverse_right,0
617,-41.500,-3.000,0.500,-90.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
618,-41.500,-3.500,0.500,-90.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
619,-40.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
620,-39.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
621,-39.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
622,-38.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
623,-38.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
624,-37.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
625,-37.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
626,-36.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
627,-36.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
628,-35.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
629,-35.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
630,-34.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
631,-34.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
632,-33.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
633,-33.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
634,-32.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
635,-32.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
636,-31.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
637,-31.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
638,-30.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
639,-30.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
640,-29.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
641,-29.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
642,-28.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
643,-28.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
644,-27.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
645,-27.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
646,-26.500,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,1
647,-26.000,-5.500,0.500,0.000,R_W_forward_right,R_W,R_W,right,forward,forward_right,0
648,-26.000,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
649,-26.500,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
650,-27.000,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
651,-27.500,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
652,-28.000,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
653,-28.500,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
654,-29.000,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
655,-29.500,-2.500,0.500,180.000,R_W_reverse_right,R_W,R_W,right,reverse,reverse_right,1
