step,x,y,z,yaw,lane_id,direction_group,segment_id,parent_segment_id,lane_side,direction,connect_next
150,-41.500,-26.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
151,-41.500,-27.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
152,-41.500,-27.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
153,-41.500,-28.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
154,-41.500,-28.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
155,-41.500,-29.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
156,-41.500,-29.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
157,-41.500,-30.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
158,-41.500,-30.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
159,-41.500,-31.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
160,-41.500,-31.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
161,-41.500,-32.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
162,-41.500,-32.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
163,-41.500,-33.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
164,-41.500,-33.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
165,-41.500,-34.000,0.500,-90.115,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
166,-41.501,-34.500,0.500,-87.561,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
167,-41.480,-34.999,0.500,-58.644,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
168,-41.224,-35.419,0.500,-9.006,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
169,-40.731,-35.497,0.500,-0.421,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
170,-40.231,-35.501,0.500,0.102,V_x-40.0_y-34.0_-3.0_forward_right,forward_right,V_x-40.0_y-34.0_-3.0,V_x-40.0_y-34.0_-3.0,right,forward,1
171,-39.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
172,-39.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
173,-38.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
174,-38.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
175,-37.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
176,-37.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
177,-36.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
178,-36.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
179,-35.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
180,-35.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
181,-34.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
182,-34.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
183,-33.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
184,-33.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
185,-32.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
186,-32.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
187,-31.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
188,-31.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
189,-30.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
190,-30.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
191,-29.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
192,-29.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
193,-28.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
194,-28.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
195,-27.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
196,-27.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
197,-26.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
198,-26.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
199,-25.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
200,-25.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
201,-24.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
202,-24.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
203,-23.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
204,-23.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
205,-22.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
206,-22.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
207,-21.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
208,-21.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
209,-20.731,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
210,-20.231,-35.500,0.500,0.000,H_y-34.0_x-40.0_-20.0_reverse_right,reverse_right,H_y-34.0_x-40.0_-20.0,H_y-34.0_x-40.0_-20.0,right,reverse,1
211,-19.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
212,-19.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
213,-18.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
214,-18.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
215,-17.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
216,-17.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
217,-16.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
218,-16.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
219,-15.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
220,-15.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
221,-14.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
222,-14.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
223,-13.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
224,-13.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
225,-12.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
226,-12.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
227,-11.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
228,-11.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
229,-10.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
230,-10.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
231,-9.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
232,-9.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
233,-8.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
234,-8.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
235,-7.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
236,-7.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
237,-6.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
238,-6.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
239,-5.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
240,-5.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
241,-4.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
242,-4.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
243,-3.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
244,-3.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
245,-2.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
246,-2.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
247,-1.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
248,-1.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
249,-0.731,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
250,-0.231,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
251,0.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
252,0.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
253,1.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
254,1.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
255,2.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
256,2.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
257,3.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
258,3.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
259,4.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
260,4.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
261,5.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
262,5.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
263,6.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
264,6.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
265,7.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
266,7.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
267,8.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
268,8.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
269,9.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
270,9.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
271,10.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
272,10.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
273,11.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
274,11.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
275,12.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
276,12.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
277,13.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
278,13.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
279,14.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
280,14.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
281,15.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
282,15.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
283,16.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
284,16.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
285,17.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
286,17.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
287,18.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
288,18.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
289,19.269,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
290,19.769,-35.500,0.500,0.000,H_y-34.0_x-20.0_20.0_reverse_right,reverse_right,H_y-34.0_x-20.0_20.0,H_y-34.0_x-20.0_20.0,right,reverse,1
291,20.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
292,20.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
293,21.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
294,21.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
295,22.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
296,22.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
