step,x,y,z,yaw,lane_id,segment_id,segment_type,direction,source,target,connect_next
2016,20.000,-25.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2017,20.000,-26.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2018,20.000,-26.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2019,20.000,-27.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2020,20.000,-27.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2021,20.000,-28.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2022,20.000,-28.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2023,20.000,-29.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2024,20.000,-29.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2025,20.000,-30.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2026,20.000,-30.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2027,20.000,-31.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2028,20.000,-31.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2029,20.000,-32.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2030,20.000,-32.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2031,20.000,-33.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2032,20.000,-33.500,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,1
2033,20.000,-34.000,0.500,-90.000,V_x20.0_y-34.0_-3.0_rev,V_x20.0_y-34.0_-3.0_rev,straight,bidirectional,J_20p00_m3p00,J_20p00_m34p00,0
2034,20.000,-3.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2035,20.000,-2.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2036,20.000,-2.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2037,20.000,-1.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2038,20.000,-1.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2039,20.000,-0.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2040,20.000,0.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2041,20.000,0.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2042,20.000,1.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2043,20.000,1.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2044,20.000,2.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2045,20.000,2.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2046,20.000,3.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2047,20.000,3.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2048,20.000,4.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2049,20.000,4.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2050,20.000,5.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2051,20.000,5.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2052,20.000,6.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2053,20.000,6.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2054,20.000,7.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2055,20.000,7.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2056,20.000,8.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2057,20.000,8.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2058,20.000,9.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2059,20.000,9.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2060,20.000,10.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2061,20.000,10.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2062,20.000,11.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2063,20.000,11.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2064,20.000,12.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2065,20.000,12.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2066,20.000,13.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2067,20.000,13.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2068,20.000,14.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2069,20.000,14.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2070,20.000,15.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2071,20.000,15.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2072,20.000,16.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2073,20.000,16.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2074,20.000,17.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2075,20.000,17.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2076,20.000,18.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2077,20.000,18.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2078,20.000,19.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2079,20.000,19.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2080,20.000,20.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2081,20.000,20.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2082,20.000,21.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2083,20.000,21.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2084,20.000,22.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2085,20.000,22.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2086,20.000,23.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2087,20.000,23.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2088,20.000,24.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2089,20.000,24.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2090,20.000,25.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2091,20.000,25.500,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,1
2092,20.000,26.000,0.500,90.000,V_x20.0_y-3.0_26.0_fwd,V_x20.0_y-3.0_26.0_fwd,straight,bidirectional,J_20p00_m3p00,J_20p00_26p00,0
2093,20.000,-3.000,0.500,-90.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2094,20.000,-3.500,0.500,-90.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2095,20.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2096,19.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2097,19.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2098,18.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2099,18.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2100,17.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2101,17.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2102,16.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2103,16.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2104,15.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2105,15.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2106,14.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2107,14.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2108,13.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2109,13.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2110,12.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2111,12.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2112,11.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2113,11.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2114,10.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2115,10.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2116,9.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2117,9.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2118,8.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2119,8.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2120,7.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2121,7.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2122,6.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2123,6.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2124,5.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2125,5.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2126,4.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2127,4.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2128,3.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2129,3.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2130,2.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2131,2.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2132,1.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2133,1.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2134,0.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2135,0.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2136,-0.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2137,-1.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2138,-1.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2139,-2.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2140,-2.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2141,-3.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2142,-3.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2143,-4.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2144,-4.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2145,-5.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2146,-5.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2147,-6.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2148,-6.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2149,-7.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2150,-7.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2151,-8.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2152,-8.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2153,-9.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2154,-9.500,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,1
2155,-10.000,-4.000,0.500,180.000,R_E_rev,R_E_rev,roundabout_connector,bidirectional,J_20p00_m3p00,R_00,0
2156,20.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2157,19.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2158,19.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2159,18.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2160,18.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2161,17.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2162,17.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2163,16.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2164,16.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2165,15.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2166,15.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2167,14.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2168,14.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2169,13.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2170,13.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2171,12.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2172,12.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2173,11.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2174,11.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2175,10.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2176,10.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2177,9.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2178,9.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2179,8.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2180,8.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2181,7.500,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
2182,7.000,-34.000,0.500,180.000,H_y-34.0_x-20.0_20.0_rev,H_y-34.0_x-20.0_20.0_rev,straight,bidirectional,J_20p00_m34p00,J_m20p00_m34p00,1
