step,x,y,z,yaw,lane_id,segment_id,segment_type,direction,source,target,connect_next
1,-40.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
2,-39.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
3,-39.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
4,-38.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
5,-38.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
6,-37.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
7,-37.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
8,-36.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
9,-36.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
10,-35.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
11,-35.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
12,-34.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
13,-34.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
14,-33.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
15,-33.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
16,-32.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
17,-32.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
18,-31.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
19,-31.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
20,-30.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
21,-30.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
22,-29.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
23,-29.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
24,-28.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
25,-28.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
26,-27.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
27,-27.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
28,-26.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
29,-26.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
30,-25.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
31,-25.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
32,-24.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
33,-24.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
34,-23.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
35,-23.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
36,-22.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
37,-22.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
38,-21.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
39,-21.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
40,-20.500,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,1
41,-20.000,48.000,0.500,0.000,H_y48.0_x-40.0_-20.0_fwd,H_y48.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_48p00,J_m20p00_48p00,0
42,-40.000,48.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
43,-40.000,47.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
44,-40.000,47.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
45,-40.000,46.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
46,-40.000,46.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
47,-40.000,45.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
48,-40.000,45.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
49,-40.000,44.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
50,-40.000,44.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
51,-40.000,43.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
52,-40.000,43.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
53,-40.000,42.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
54,-40.000,42.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
55,-40.000,41.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
56,-40.000,41.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
57,-40.000,40.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
58,-40.000,40.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
59,-40.000,39.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
60,-40.000,39.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
61,-40.000,38.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
62,-40.000,38.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
63,-40.000,37.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
64,-40.000,37.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
65,-40.000,36.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
66,-40.000,36.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
67,-40.000,35.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
68,-40.000,35.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
69,-40.000,34.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
70,-40.000,34.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
71,-40.000,33.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
72,-40.000,33.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
73,-40.000,32.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
74,-40.000,32.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
75,-40.000,31.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
76,-40.000,31.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
77,-40.000,30.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
78,-40.000,30.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
79,-40.000,29.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
80,-40.000,29.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
81,-40.000,28.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
82,-40.000,28.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
83,-40.000,27.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
84,-40.000,27.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
85,-40.000,26.500,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,1
86,-40.000,26.000,0.500,-90.000,V_x-40.0_y26.0_48.0_rev,V_x-40.0_y26.0_48.0_rev,straight,bidirectional,J_m40p00_48p00,J_m40p00_26p00,0
87,-40.000,48.000,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
88,-40.000,47.500,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
89,-40.000,47.000,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
90,-40.000,46.500,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
91,-40.000,46.000,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
92,-40.000,45.500,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
93,-40.000,45.000,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
94,-40.000,44.500,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,1
95,-40.000,44.000,0.500,-90.000,outer_top_left_conn0_rev,outer_top_left_conn0_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m40p00_44p00,0
96,-40.000,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
97,-39.500,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
98,-39.000,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
99,-38.500,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
100,-38.000,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
101,-37.500,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
102,-37.000,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
103,-36.500,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,1
104,-36.000,48.000,0.500,0.000,outer_top_left_conn1_rev,outer_top_left_conn1_rev,arc_connector,bidirectional,J_m40p00_48p00,ARC_m36p00_48p00,0
105,-40.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
106,-39.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
107,-39.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
108,-38.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
109,-38.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
110,-37.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
111,-37.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
112,-36.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
113,-36.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
114,-35.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
115,-35.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
116,-34.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
117,-34.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
118,-33.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
119,-33.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
120,-32.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
121,-32.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
122,-31.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
123,-31.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
124,-30.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
125,-30.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
126,-29.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
127,-29.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
128,-28.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
129,-28.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
130,-27.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
131,-27.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
132,-26.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
133,-26.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
134,-25.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
135,-25.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
136,-24.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
137,-24.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
138,-23.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
139,-23.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
140,-22.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
141,-22.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
142,-21.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
143,-21.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
144,-20.500,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,1
145,-20.000,26.000,0.500,0.000,H_y26.0_x-40.0_-20.0_fwd,H_y26.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m20p00_26p00,0
146,-40.000,26.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
147,-40.000,25.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
148,-40.000,25.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
